invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-31696300053,2020-11-05,4105,FAREWAY STORES #426 / NEVADA,1505 SOUTH B AVE,NEVADA,50201.0,POINT(-93.439899 42.009797),85,STORY,1012100.0,CANADIAN WHISKIES,380,PHILLIPS BEVERAGE,14518,REVEL STOKE PEANUT BUTTER WHISKY MINI,12,50,4.6,6.9,1,6.9,0.05,0.01
INV-22398700004,2019-10-08,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701.0,,7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,380.0,PHILLIPS BEVERAGE,14518,REVEL STOKE PEANUT BUTTER WHISKY MINI,12,50,4.89,7.34,1,7.34,0.05,0.01
INV-43498000041,2022-01-03,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003.0,POINT(-90.705422 42.491872),31,DUBUQUE,1012100.0,CANADIAN WHISKIES,380,PHILLIPS BEVERAGE,14530,REVEL STOKE CHERRY MINI,12,50,4.6,6.9,1,6.9,0.05,0.01
INV-39675900001,2021-08-31,3732,NORTH SCOTT FOODS,425 E LECLAIRE RD,ELDRIDGE,52748.0,POINT(-90.577311 41.654695),82,SCOTT,1011600.0,STRAIGHT RYE WHISKIES,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,15178,WHISTLEPIG 10YR MINI,1,50,143.82,215.73,1,215.73,0.05,0.01
INV-31261900086,2020-10-22,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241.0,POINT(-91.606271 41.721438),52,JOHNSON,1011600.0,STRAIGHT RYE WHISKIES,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,15181,WHISTLEPIG 10YR MINI,4,50,71.91,107.87,1,107.87,0.05,0.01
INV-26816900007,2020-04-24,2644,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501.0,POINT(-94.177165 42.508344),94,WEBSTER,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-70012600005,2024-05-09,2545,HY-VEE DRUGSTORE (7042) / IOWA CITY,310 N 1ST ST,IOWA CITY,52245.0,POINT(-91.50132136 41.666082652),,JOHNSON,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-31120600021,2020-10-19,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,POINT(-93.808855 41.598515),77,POLK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-69674400006,2024-04-29,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265.0,POINT(-93.774831041 41.561127981),,POLK,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-55411600010,2023-01-30,5190,GUPPY'S ON THE GO / WALFORD,200 HWY 151 E,WALFORD,52351,POINT(-91.83344 41.87841),,LINN,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-65584100006,2023-12-22,10199,ELKADER PIT STOP / ELKADER,200 W BRIDGE ST.,ELKADER,52043.0,POINT(-91.405843017 42.854053016),,CLAYTON,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-76913700005,2024-11-25,5888,BIG 10 MART #62 / BETTENDORF,999 MIDDLE RD,BETTENDORF,52722.0,POINT(-90.51892 41.54002),,SCOTT,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-74094200001,2024-09-10,5678,SAVE MORE / DAVENPORT,405 E LOCUST ST,DAVENPORT,52803.0,POINT(-90.56882 41.53745),,SCOTT,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-26076800056,2020-03-24,5559,W-MART,1205 & 1207 E LOCUST ST,DAVENPORT,52803.0,POINT(-90.557921 41.5383),82,SCOTT,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-32281200010,2020-11-27,2709,HY-VEE FAST AND FRESH - DUBUQUE,2435 NW ARTERIAL,DUBUQUE,52002.0,POINT(-90.74105 42.517531),31,DUBUQUE,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-28087700049,2020-06-17,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503.0,POINT(-95.825137 41.242732),78,POTTAWATTAMIE,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-27827100020,2020-06-09,4904,LARCHWOOD QUICK STOP,832 BROADWAY ST,LARCHWOOD,51241.0,POINT(-96.43415 43.45255),60,LYON,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-69702300006,2024-04-30,6331,MAIN STREET TOBACCO SHOP / MAQUOKETA,113 NORTH MAIN STREET,MAQUOKETA,52060.0,POINT(-90.665220986 42.069682983),,JACKSON,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-21914700101,2019-09-16,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315.0,POINT(-93.602372 41.526289),77,POLK,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,10,50,11.88,17.82,1,17.82,0.05,0.01
INV-56045300055,2023-02-21,5645,PHILLIPS 66 / GRINNELL,1031 WEST ST,GRINNELL,50112,POINT(-92.72737 41.74591),,POWESHIEK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-22123900146,2019-09-25,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265.0,POINT(-93.773557 41.561197),77,POLK,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,10,50,11.88,17.82,1,17.82,0.05,0.01
INV-22290700007,2019-10-03,2545,HY-VEE DRUGSTORE / IOWA CITY,310 N 1ST ST,IOWA CITY,52245.0,POINT(-91.528105 42.207428),52,JOHNSON,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,10,50,11.88,17.82,1,17.82,0.05,0.01
INV-72779700012,2024-07-31,2555,HY-VEE FOOD STORE (1324) / KEOKUK,3111 MAIN,KEOKUK,52632.0,POINT(-91.402581032 40.416535014),,LEE,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-76936100014,2024-11-26,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103.0,POINT(-96.42021 42.51054),,WOODBURY,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-63784300018,2023-10-30,10165,SUPER MARKET / DAVENPORT,6723 NORTHWEST BOULEVARD,DAVENPORT,52806.0,POINT(-90.608956036 41.589559983),,SCOTT,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-42427300017,2021-11-29,5403,GOLDEN MART,1026 W RIVER DRIVE,DAVENPORT,52802.0,,82,SCOTT,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-31642600002,2020-11-03,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613.0,POINT(-92.435236 42.512789),7,BLACK HAWK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-67051500011,2024-02-08,2545,HY-VEE DRUGSTORE (7042) / IOWA CITY,310 N 1ST ST,IOWA CITY,52245.0,POINT(-91.50132136 41.666082652),,JOHNSON,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,13.2,19.8,1,19.8,0.05,0.01
INV-30991900026,2020-10-13,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-24412300003,2020-01-07,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613.0,POINT(-92.435236 42.512789),7,BLACK HAWK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,370,PERNOD RICARD USA,15727,JAMESON CASKMATES STOUT MINI,10,50,7.92,11.88,1,11.88,0.05,0.01
INV-18700700002,2019-04-10,3869,BOOTLEGGIN' BARZINI'S FIN,412  1ST AVE,CORALVILLE,52241,POINT(-91.565517 41.672672),52,JOHNSON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,370,PERNOD RICARD USA,15727,JAMESON CASKMATES STOUT MINI,10,50,7.92,11.88,1,11.88,0.05,0.01
INV-69187600004,2024-04-14,10104,MEGA RETAIL / MARION,5680 KACENA AVE.,MARION,52302.0,POINT(-91.551385965 42.043487985),,LINN,1011200,STRAIGHT BOURBON WHISKIES,260,DIAGEO AMERICAS,17089,BULLEIT BOURBON MINI,12,50,14.9,22.35,1,22.35,0.05,0.01
INV-66785500005,2024-01-31,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.698522983 42.029484381),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,830,KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY,18347,FOUR ROSES SMALL BATCH MINI,5,50,29.85,44.78,1,44.78,0.05,0.01
INV-75913400009,2024-10-31,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106.0,POINT(-96.34779 42.44631),,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,830,KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY,18347,FOUR ROSES SMALL BATCH MINI,5,50,18.0,27.0,1,27.0,0.05,0.01
INV-64748300015,2023-11-29,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240.0,POINT(-91.5189221 41.676690831),,JOHNSON,1011200,STRAIGHT BOURBON WHISKIES,830,KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY,18347,FOUR ROSES SMALL BATCH MINI,5,50,29.85,44.78,1,44.78,0.05,0.01
INV-24556900033,2020-01-14,4947,THE MUSIC STATION,1420 W FIRST ST,CEDAR FALLS,50647.0,POINT(-92.462826 42.537839),7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,7.3,10.95,1,10.95,0.05,0.01
INV-64587200015,2023-11-22,3390,OKOBOJI AVENUE LIQUOR,1610 OKOBOJI AVENUE,MILFORD,51351.0,POINT(-95.149544969 43.33153601),,DICKINSON,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-64462800011,2023-11-20,6260,SUPERQUICK LIQUOR VINE / WEST DES MOINES,2704 VINE STREET,WEST DES MOINES,50265.0,POINT(-93.741798966 41.579945018),,POLK,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-70352900007,2024-05-20,6260,SUPERQUICK LIQUOR VINE / WEST DES MOINES,2704 VINE STREET,WEST DES MOINES,50265.0,POINT(-93.741798966 41.579945018),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-26031100073,2020-03-20,2549,HY-VEE FOOD STORE / INDIANOLA,910 N JEFFERSON,INDIANOLA,50125.0,,91,WARREN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,7.3,10.95,1,10.95,0.05,0.01
INV-51656100005,2022-09-29,4505,CASEY'S GENERAL STORE #2816 / JOHNSTON,6417 NORTHGLEN DR,JOHNSTON,50131,POINT(-93.706057 41.688076),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-57614900006,2023-04-17,5766,CASEY'S GENERAL STORE #2944 / MUSCATINE,3010 UNIVERSITY DR,MUSCATINE,52761.0,POINT(-91.017985032 41.4583989980001),,MUSCATINE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-45123200085,2022-07-21,5314,TOBACCO HUT & LIQUOR,3134 MANAWA CENTER DR. # 9,COUNCIL BLUFFS,51501,POINT(-95.847513 41.228594),,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-71822700003,2024-07-02,5710,CASEY'S #3763 -WAVERLY,1032 4TH STREET SW,WAVERLY,50677.0,POINT(-92.476638021 42.715763013),,BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-63750500017,2023-10-30,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.698522983 42.029484381),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-64786000012,2023-11-30,6129,EAST END LIQUOR / DES MOINES,3804 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.541625959 41.631082004),,POLK,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-48046900090,2022-06-04,5915,THE HUT / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT(-95.873109 41.261866),78,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-55853500010,2023-02-14,3723,J D SPIRITS LIQUOR,1023  9TH ST,ONAWA,51040,POINT(-96.09589 42.02584),,MONONA,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,1,12.45,0.05,0.01
INV-24754200015,2020-01-23,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403.0,POINT(-91.60978 41.976835),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-67449100005,2024-02-19,5070,JEFF'S MARKET / WILTON,101 E 4TH ST,WILTON,52778.0,POINT(-91.016552984 41.589060003),,MUSCATINE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-24221700010,2019-12-28,4417,KUM & GO #76 / ADAIR,109 S 5TH ST,ADAIR,50002.0,POINT(-93.611475 42.017403),1,ADAIR,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-60545800007,2023-07-21,4374,KUM & GO #141 / GRIMES,1950 PRINCETON DR,GRIMES,50111.0,POINT(-93.773859997 41.673540995),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-76006700006,2024-11-04,4594,QUIK TRIP #554 / SW 63RD DM,901 SW 63RD ST,DES MOINES,50312.0,POINT(-93.70294 41.5698),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-24970900016,2020-02-03,4132,CAMANCHE FOOD PRIDE,908 7TH AVE,CAMANCHE,52730,POINT(-90.257535 41.788751),23,CLINTON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-29874600025,2020-08-31,4787,380BP / SWISHER,2722 NE 120TH ST,SWISHER,52338.0,POINT(-91.664592 41.847894),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-25707200016,2020-03-09,2691,HY-VEE FAST & FRESH - DES MOINES,5801 HICKMAN ROAD,URBANDALE,50322.0,POINT(-93.698172 41.614888),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-38031600025,2021-07-02,5600,H & A MINI MART,145 UNIVERSITY AVE,DES MOINES,50314.0,POINT(-93.61947 41.600419),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-25630500078,2020-03-04,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501.0,,90,WAPELLO,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-21217700004,2019-08-13,5196,THE DEPOT CORALVILLE,100 E  OAKDALE BLVD,CORALVILLE,52241.0,POINT(-91.561876 41.701512),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-35179700004,2021-03-19,4824,CASEY'S GENERAL STORE #3852 / CRESTON,107 W TAYLOR ST,CRESTON,50801.0,POINT(-94.362115 41.049213),88,UNION,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-59180600006,2023-06-08,4429,KUM & GO #32 / COLFAX,1200 N WALNUT ST,COLFAX,50054.0,POINT(-93.246555977 41.68647599),,JASPER,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-66014200003,2024-01-07,5131,OASIS,"1401, BUCHANAN ST",DES MOINES,50316.0,POINT(-93.599255985 41.598379003),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-55226100059,2023-01-24,3943,GOOD AND QUICK CO,519 LINCOLNWAY,NEVADA,50201,POINT(-93.45326 42.0227),,STORY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-52348000013,2022-10-21,6329,8 SECONDS / SIDNEY,416 CLAY STREET,SIDNEY,51652,POINT(-95.647194 40.746732),,FREMONT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-55299100005,2023-01-26,5501,QUIK TRIP #530 / EUCLID,1424 E EUCLID AVE,DES MOINES,50313,POINT(-93.59897 41.62837),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-36332400184,2021-05-04,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT(-92.475403 42.712263),9,BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-73481000012,2024-08-21,2585,HY-VEE WINE AND SPIRITS (1010) / ALGONA,1502 HIGHWAY 169 N SUITE 1,ALGONA,50511.0,POINT(-94.23448296 43.081388),,KOSSUTH,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-55140100003,2023-01-20,5671,RUSS'S MARKET #30,900 S LOCUST,GLENWOOD,51534,POINT(-95.74606 41.03813),,MILLS,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-51585100040,2022-09-27,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT(-92.91273 42.038963),,MARSHALL,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-65621600028,2023-12-22,2560,HY-VEE FOOD STORE (1396) / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302.0,POINT(-91.572182976 42.037394006),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-75919100003,2024-10-31,4599,QUIK TRIP #500 / HUBBELL DM,3700 HUBBELL AVE,DES MOINES,50317.0,POINT(-93.54503 41.62912),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-53470700069,2022-11-29,5645,PHILLIPS 66 / GRINNELL,1031 WEST ST,GRINNELL,50112,POINT(-92.72737 41.74591),,POWESHIEK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-26090100012,2020-03-24,5343,FROHLICH'S SUPER VALU,403 MAIN ST.,COON RAPIDS,50058.0,POINT(-94.676021 41.870861),14,CARROLL,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-76823400008,2024-11-22,10037,WHISKEY WOLF LIQUOR / GLENWOOD,411 S LOCUST ST,GLENWOOD,51534.0,POINT(-95.74413 41.04235),,MILLS,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-53429600005,2022-11-28,4921,MARKET EXPRESS,5340 16TH AVE SW,CEDAR RAPIDS,52404,POINT(-91.7399 41.96387),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-73849400016,2024-09-04,10003,TOP SHELF LIQUOR / IOWA CITY,412 HIGHWAY 1,IOWA CITY,52246.0,POINT(-91.544079711 41.648079581),,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-23406500003,2019-11-23,4384,KUM & GO #2093 / ADEL,409 NILE KINNICK DR,ADEL,50003.0,POINT(-94.017511 41.614114),25,DALLAS,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-63099900022,2023-10-09,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732.0,POINT(-90.191495014 41.836589003),,CLINTON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-62965200012,2023-10-04,5068,TOBACCO SHOP / ARNOLDS PARK,612 S HIGHWAY 71,ARNOLDS PARK,51331.0,POINT(-95.140275725 43.361491406),,DICKINSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-64925500006,2023-12-05,4321,FAREWAY STORES #501 / CHARLES CITY,210 11TH STREET,CHARLES CITY,50616.0,POINT(-92.67494396 43.052357991),,FLOYD,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-74595900023,2024-09-24,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT(-90.48373 41.55236),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-68351800007,2024-03-18,4566,KUM & GO #508 / CEDAR RAPIDS,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404.0,POINT(-91.657475043 41.923518978),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-36909900016,2021-05-25,5874,KWIK STOP FOOD MART / DUBUQUE,4039 PENNSYLVANIA AVE,DUBUQUE,52001.0,,31,DUBUQUE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-22024900004,2019-09-20,4375,KUM & GO #237 / GRIMES,801 N 1ST ST,GRIMES,50111.0,POINT(-94.498753 41.680108),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
